batch,index,music,hashtag,author,likes,comments,shares,saves
4,20,original sound - Fabio&Ben,"@gilianameletti, @faffapix, @itsbenreid, fyp, fabioandben",fabioandben,259500,724,13100,607
4,21,The D word - Rebecca | Motherhood&Lifestyle,,vanistrimer,75500,656,6191,249
4,22,AIN'T GONNA ANSWER - NLE Choppa & Lil Wayne,,sabyhesri,161700,1732,19000,339
4,26,GoodGooglyMooglyyy - Undergroundmusiclover,"fyp, dating, foryou, lesbiansoftiktok, lgbtq",zashiasantiago,1100000,2788,68400,13700
5,0,Ick - Alt Ending - Lay Bankz,"fyp, foryou, viral",xo.miya7,576000,3100,51800,1950
5,1,PISTOL PACCIN - NLE Choppa & BigXthaPlug,,cooljake_48,1400000,3717,102100,7968
5,2,You really thought you ate - ☆⋆｡𖦹°‧★,"fyp, fyp%E3%82%B7, sofiachicorelliserna",sofia.chicorelliserna,821500,4489,112100,4311
5,4,stan txt - ❦,,reborn_for_life02,36,2,7,2
5,8,orijinal ses - caner,,infamous_wu13,121100,2231,12700,184
5,9,original sound - c<3 - Jnx_,"ghost, ghostcosplay, ghostcod, callofduty, cod, fyp",matsglans,547300,5018,103300,6655
5,11,original sound - Elton Castee,"@matt_rife, @coreyscherer",eltoncastee,82400,140,5205,201
5,12,original sound - nadd🩹,"@melanie.p6, foryoupage%E2%9D%A4%EF%B8%8F%E2%9D%A4%EF%B8%8F, fyp%E3%82%B7",that.fam0us.j0j0,65400,804,7328,183
5,13,nhạc nền - TheFamilyguys MEME✅,,homm9k,58700,599,3245,155
5,16,original sound - Lala,"foryou, kids, sephora, drunkelephant, relatable",lala_sadii,220100,1602,14100,235
5,18,AIN'T GONNA ANSWER - NLE Choppa & Lil Wayne,"foryou, transition, trend",lala_sadii,204700,1163,16300,383
5,21,original sound - EruditeBarista,"loveskills, fyp, comfortable, decompressionvideo, about, love, desserts",onehundredthousandwhys,65800,3555,7347,50000
5,25,Jealous - <3,fyp,littlemissscorpioo_,453800,3275,34400,930
5,26,original sound - NickandAnt,"couples, relationship, reaction, prank",nickandant,122500,229,9218,964
1,1,orijinal ses - caner,"takelookmygirlfriend, fyp%E3%82%B7%E3%82%9Aviral, viralvideo, doratheexplorer, fyp%E3%82%B7%E3%82%9A, jayjay, foryoupage, fyp%E3%82%B7, rizz",lauren__jayden,1700000,29900,227400,60300
1,2,original sound - Jack Doherty,"@mckinleyrichardson, jackdoherty",jackdoherty,23500,740,2139,81
1,3,original sound - spo6kzie,,yk.quotezz_,36600,140,3078,29
